O*NET-SOC Code	Alternate Title	Short Title	Source(s)
43-9051.00	Sealing and Canceling Machine Operator	n/a	08
43-9051.00	Slot Tag Inserter	n/a	08
43-9051.00	Trust Mail Clerk	n/a	04,06
43-9051.00	Tube Operator	n/a	04,06
43-9051.00	Tube Station Attendant	n/a	04,06
43-9051.00	Warehouse Mail Sorter	n/a	10
43-9051.00	Warehouse Sorter	n/a	10
43-9051.00	Wing Mailer Machine Operator	n/a	08
43-9051.00	Wrong Address Clerk	n/a	04,06
43-9061.00	Administration Clerk	n/a	09
43-9061.00	Administrative Clerk (Admin Clerk)	Admin Clerk	02,04,06,08,10
43-9061.00	Administrative Support Specialist	n/a	02,09
43-9061.00	Administrative Technician (Admin Tech)	Admin Tech	02,08
43-9061.00	Agent-Licensing Clerk	n/a	08
43-9061.00	Animal Hospital Clerk	n/a	04,06
43-9061.00	Animal Shelter Clerk	n/a	04,06
43-9061.00	Attendance Clerk	n/a	02,08
43-9061.00	Auction Assistant	n/a	08
43-9061.00	Audit Control Clerk	n/a	08
43-9061.00	Automobile Contract Clerk	n/a	08
43-9061.00	Blood Bank Calendar Control Clerk	n/a	08
43-9061.00	Blood Bank Credit Clerk	n/a	08
43-9061.00	Blood Donor Unit Assistant	n/a	08
43-9061.00	Board Attendant	n/a	08
43-9061.00	Broadcast Checker	n/a	08
43-9061.00	Call Center Specialist	n/a	03
43-9061.00	Car Distributor	n/a	08
43-9061.00	Chart Clerk	n/a	04,06
43-9061.00	Charter	n/a	08
43-9061.00	Circulation Clerk	n/a	08
43-9061.00	Clerical Aide	n/a	02,04,06
43-9061.00	Clerical Assistant	n/a	02,04,06,10
43-9061.00	Clerical Dentist Assistant	n/a	04,06
43-9061.00	Clerical Office Worker	n/a	04
43-9061.00	Clerk	n/a	02,04,06
43-9061.00	Code and Test Clerk	n/a	08
43-9061.00	Congressional District Aide	n/a	08
43-9061.00	Copyright Expert	n/a	08
43-9061.00	Credit Card Clerk	n/a	08
43-9061.00	Credit Card Control Clerk	n/a	08
43-9061.00	Data Examination Clerk	n/a	08
43-9061.00	Desk Clerk	n/a	04
43-9061.00	Document Coordinator	n/a	09
43-9061.00	Document Examiner	n/a	02
43-9061.00	Document Processor	n/a	09
43-9061.00	Election Clerk	n/a	08
43-9061.00	Examination Proctor	n/a	08
43-9061.00	Field Assistant	n/a	04,06
43-9061.00	Field Clerk	n/a	04,06
43-9061.00	Field Representative	n/a	04,06
43-9061.00	Fingerprint Clerk	n/a	08
43-9061.00	Floor Clerk	n/a	04,06
43-9061.00	Floor Space Allocator	n/a	08
43-9061.00	Front Office Assistant	n/a	10
43-9061.00	Front Office Clerk	n/a	09
43-9061.00	General Clerk	n/a	02,10
43-9061.00	General Office Clerk	n/a	02
43-9061.00	General Office Worker	n/a	04
43-9061.00	Government Clerk	n/a	04,06
43-9061.00	Grading Clerk	n/a	08
43-9061.00	Greige Goods Marker	n/a	08
43-9061.00	History Card Clerk	n/a	08
43-9061.00	Identification Clerk	n/a	08
43-9061.00	Insurance Clerk	n/a	08
43-9061.00	Laboratory Clerk	n/a	08
43-9061.00	Laundry Clerk	n/a	08
43-9061.00	Lost and Found Clerk	n/a	08
43-9061.00	Lost Charge Card Clerk	n/a	08
43-9061.00	Map Clerk	n/a	08
43-9061.00	Marketing Clerk	n/a	09
43-9061.00	Media Clerk	n/a	08
43-9061.00	Melter Clerk	n/a	08
43-9061.00	Office Aide	n/a	04,06
43-9061.00	Office Assistant	n/a	02,04,06,10
43-9061.00	Office Associate	n/a	02,10
43-9061.00	Office Automation Clerk	n/a	08
43-9061.00	Office Clerical Helper	n/a	09
43-9061.00	Office Clerk	n/a	02,04,10
43-9061.00	Office Employee	n/a	04,06
43-9061.00	Office Helper	n/a	04,06
43-9061.00	Office Services Specialist	n/a	02
43-9061.00	Office Support Assistant	n/a	02
43-9061.00	Office Worker	n/a	04
43-9061.00	Order Caller	n/a	08
43-9061.00	Police Aide	n/a	04,06,08
43-9061.00	Police Clerk	n/a	02,08
43-9061.00	Press Clippings Cutter and Paster	n/a	08
43-9061.00	Process Server	n/a	08
43-9061.00	Program Support Clerk	n/a	09
43-9061.00	Property Clerk	n/a	08
43-9061.00	Property Coordinator	n/a	08
43-9061.00	Radio Message Router	n/a	08
43-9061.00	Real Estate Assistant	n/a	09,10
43-9061.00	Real Estate Clerk	n/a	04,06
43-9061.00	Returned Telephone Equipment Appraiser	n/a	08
43-9061.00	Router	n/a	08
43-9061.00	Stubber	n/a	08
43-9061.00	Telegraph Service Clerk	n/a	08
43-9061.00	Test Technician	n/a	08
43-9061.00	Throw-Out Clerk	n/a	08
43-9061.00	Trace Clerk	n/a	04,06
43-9061.00	Train Clerk	n/a	08
43-9061.00	Trip Follower	n/a	08
43-9061.00	Underwriting Clerk	n/a	08
43-9061.00	Unit Clerk	n/a	04,06,08
43-9061.00	Utility Worker	n/a	04,06
43-9061.00	Weather Clerk	n/a	08
43-9061.00	Wrong Address Clerk	n/a	08
43-9061.00	Yard Clerk	n/a	08
43-9071.00	Braille Coder	n/a	04,06
43-9071.00	Braille Duplicating Machine Operator	n/a	08
43-9071.00	Business Machine Operator	n/a	04,06
43-9071.00	Check Embosser	n/a	04,06
43-9071.00	Check Writing Machine Operator	n/a	04,06
43-9071.00	Clerical Offset Duplicating Machine Operator	n/a	04,06
43-9071.00	Coin Machine Operator	n/a	04
43-9071.00	Coin Rolling Machine Operator	n/a	04
43-9071.00	Coin Wrapping Machine Operator	n/a	04
43-9071.00	Collating Machine Operator	n/a	04,06
43-9071.00	Collator Operator	n/a	04,06
43-9071.00	Compotype Operator	n/a	04,06
43-9071.00	Copy and Print Associate	n/a	10
43-9071.00	Copy Associate	n/a	10
43-9071.00	Copy Center Associate	n/a	10
43-9071.00	Copy Center Clerk	n/a	10
43-9071.00	Copy Center Operator	n/a	02,04
43-9071.00	Copy Center Specialist	n/a	10
43-9071.00	Copy Machine Operator	n/a	02,04,06
43-9071.00	Copy Operator	n/a	10
43-9071.00	Copy Room Technician	n/a	04,06
43-9071.00	Copy Technician	n/a	02
43-9071.00	Dexigraph Operator	n/a	04,06
43-9071.00	Ditto Machine Operator	n/a	04,06
43-9071.00	Document Photographer	n/a	04,06
43-9071.00	Document Scanner	n/a	10
43-9071.00	Duplicating Machine Operator	n/a	02,04
43-9071.00	Duplicator	n/a	04,06
43-9071.00	Dupligraph Operator	n/a	04,06
43-9071.00	Embossing Machine Operator	n/a	04,06
43-9071.00	Graphics Production Specialist	n/a	02
43-9071.00	Graphotype Operator	n/a	04,06
43-9071.00	Impress Associate	n/a	10
43-9071.00	Key Operator	n/a	02
43-9071.00	Line-O-Scribe Operator	n/a	04,06
43-9071.00	Machine Operator	n/a	02
43-9071.00	Micro Photographer	n/a	04,06
43-9071.00	Microfiche Camera Operator	n/a	04,06
43-9071.00	Microfilm Camera Operator	n/a	04,06
43-9071.00	Microfilm Machine Operator	n/a	04,06
43-9071.00	Microfilm Mounter	n/a	04,06
43-9071.00	Microfilm Operator	n/a	04,06
43-9071.00	Microfilmer	n/a	04,06
43-9071.00	Mimeograph Operator	n/a	04,06
43-9071.00	Mimeographer	n/a	04,06
43-9071.00	Multigraph Operator	n/a	04,06
43-9071.00	Multigrapher	n/a	04,06
43-9071.00	Multilith Operator	n/a	04,06
43-9071.00	Office Machine Embossograph Operator	n/a	04,06
43-9071.00	Offset Duplicating Machine Operator	n/a	08
43-9071.00	Onsite Services Specialist	n/a	10
43-9071.00	Photocopy Operator	n/a	04,06
43-9071.00	Photocopying Machine Operator	n/a	08
43-9071.00	Photographic Machine Operator	n/a	08
43-9071.00	Photostat Operator	n/a	04,06
43-9071.00	Photostatic Copy Maker	n/a	04,06
43-9071.00	Print Center Associate	n/a	10
43-9071.00	Printing Services Coordinator	n/a	02
43-9071.00	Printing Sign Machine Operator	n/a	06
43-9071.00	Proof Clerk	n/a	04,06
43-9071.00	Proof Machine Operator	n/a	04,06
43-9071.00	Proof Operator	n/a	04,06
43-9071.00	Recordak Operator	n/a	04,06
43-9071.00	Reprographics Associate	n/a	10
43-9071.00	Reprographics Technician	n/a	02
43-9071.00	Scanners Clerk	n/a	10
43-9071.00	Scanning Clerk	n/a	09,10
43-9071.00	Scanning Equipment Operator	n/a	04
43-9071.00	Service Center Operator	n/a	10
43-9071.00	Service Operator	n/a	10
43-9071.00	Set-O-Type Operator	n/a	04,06
43-9071.00	Site Services Specialist	n/a	10
43-9071.00	Ticket Machine Operator	n/a	04,06
43-9071.00	Transit Clerk	n/a	04,06
43-9071.00	Transit Department Clerk	n/a	04,06
43-9071.00	Transit Proof Machine Operator	n/a	04,06
43-9071.00	Xerox Machine Operator	n/a	04,06
43-9081.00	Braille Proofreader	n/a	04,06,08
43-9081.00	Checker	n/a	08
43-9081.00	Clerical Proofreader	n/a	04,06
43-9081.00	Content Coordinator	n/a	10
43-9081.00	Copy Coordinator	n/a	10
43-9081.00	Copy Editor	n/a	02
43-9081.00	Copy Holder	n/a	04,06,08
43-9081.00	Copy Preparer	n/a	04,06
43-9081.00	Copy Reader	n/a	04
43-9081.00	Copyholder	n/a	02
43-9081.00	Copyman	n/a	04,06
43-9081.00	Data Examination Clerk	n/a	04,06
43-9081.00	Data Reviewer	n/a	08
43-9081.00	Digital Content Coordinator	n/a	10
43-9081.00	Editorial Assistant	n/a	02,04
43-9081.00	Format Proofreader	n/a	04
43-9081.00	Legal Proofreader	n/a	10
43-9081.00	News Copy Editor	n/a	02
43-9081.00	Online Content Coordinator	n/a	10
43-9081.00	Production Proofreader	n/a	04,06,08
43-9081.00	Proofer	n/a	02
43-9081.00	Proofreader	n/a	02,04,10
43-9081.00	Typesetter	n/a	02,10
43-9111.00	Actuarial Analyst	n/a	02
43-9111.00	Actuarial Assistant	n/a	02,04
43-9111.00	Actuarial Technician	n/a	02
43-9111.00	Actuary Clerk	n/a	04,06
43-9111.00	Administrative Analyst	n/a	02
43-9111.00	Advertising Statistical Clerk	n/a	08
43-9111.00	Analytical Clerk	n/a	04,06
43-9111.00	Bookman	n/a	04,06
43-9111.00	Chart Calculator	n/a	08
43-9111.00	Chart Changer	n/a	08
43-9111.00	Chart Clerk	n/a	08
43-9111.00	Compilation Clerk	n/a	04,06
43-9111.00	Compiler	n/a	04,06,08
43-9111.00	Customer Data Technician	n/a	10
43-9111.00	Data Analysis Assistant	n/a	04
43-9111.00	Data Analysis Clerk	n/a	10
43-9111.00	Data Compiler	n/a	10
43-9111.00	Data Editing Clerk	n/a	10
43-9111.00	Data Technician	n/a	04,06
43-9111.00	Fiscal Clerk	n/a	04,06
43-9111.00	Mileage Clerk	n/a	04,06
43-9111.00	Prorate Clerk	n/a	04,06
43-9111.00	Proration Clerk	n/a	04,06
43-9111.00	Record Tabulating Clerk	n/a	04
43-9111.00	Report Clerk	n/a	04,06
43-9111.00	Research Assistant	n/a	02
43-9111.00	Research Associate	n/a	02
43-9111.00	Statistical Analyst	n/a	02,10
43-9111.00	Statistical Assistant	n/a	10
43-9111.00	Statistical Clerk	n/a	02,04,06,08,10
43-9111.00	Statistical Research Assistant	n/a	10
43-9111.00	Statistical Technician	n/a	02
43-9111.00	Survey Data Technician	n/a	10
43-9111.00	Tabulating Clerk	n/a	04,06
43-9111.00	Tariff Compiler	n/a	04,06
43-9111.00	Tariff Compiling Clerk	n/a	04
43-9111.00	Technical Analyst	n/a	02
43-9111.00	Voice and Data Technician	n/a	10
43-9111.00	Wheelage Clerk	n/a	04,06
43-9199.00	Accuracy Expert	n/a	06
43-9199.00	Acreage Reporter	n/a	04,06
43-9199.00	Addresser	n/a	04,06
43-9199.00	Admissions Coordinator	n/a	04,06
43-9199.00	Advertising Assistant	n/a	09
43-9199.00	Aircraft Log Clerk	n/a	08
43-9199.00	Apartment Locator	n/a	04,06
43-9199.00	Attendant	n/a	04
43-9199.00	Auction Assistant	n/a	04,06
43-9199.00	Automobile Contract Clerk	n/a	04,06
43-9199.00	Bank Clerk	n/a	04
43-9199.00	Bank Vault Attendant	n/a	04
43-9199.00	Bank Vault Clerk	n/a	04
43-9199.00	Bank Vault Custodian	n/a	04
43-9199.00	Blood Bank Calendar Control Clerk	n/a	04,06
43-9199.00	Blueprint Reader	n/a	04,06
43-9199.00	Board Writer	n/a	04,06
43-9199.00	Boardman	n/a	04,06
43-9199.00	Booking Clerk	n/a	08
43-9199.00	Braille Transcriber	n/a	04,06
43-9199.00	Car Sealer	n/a	04,06
43-9199.00	Career Guidance Technician	n/a	04,06
43-9199.00	Cashier	n/a	08
43-9199.00	Catalogue Compiler	n/a	04,06
43-9199.00	Catalogue Maker	n/a	04,06
43-9199.00	Cataloguer	n/a	04,06
43-9199.00	Charge Out Clerk	n/a	04,06
43-9199.00	Charter	n/a	04,06
43-9199.00	Check Examiner	n/a	04,06
43-9199.00	Church Communications Administrator	n/a	08
43-9199.00	Circular Clerk	n/a	04,06
43-9199.00	Circular Stuffer	n/a	04,06
43-9199.00	Claim Inspector	n/a	04,06
43-9199.00	Clerical Adviser	n/a	04,06
43-9199.00	Clerical Assigner	n/a	04,06
43-9199.00	Clerical Grader	n/a	04,06
43-9199.00	Clerical Transcriber	n/a	04,06
43-9199.00	Clerk Stenographer	n/a	04,06
43-9199.00	Clipper	n/a	04
43-9199.00	Clipping Marker	n/a	04,06
43-9199.00	Coin Counter and Wrapper	n/a	08
43-9199.00	Collator Operator	n/a	08
43-9199.00	Commercial Reporter	n/a	04,06
43-9199.00	Congressional Aide	n/a	04,06
43-9199.00	Congressional Assistant	n/a	06
43-9199.00	Copyright Clerk	n/a	04,06
43-9199.00	Copyright Expert	n/a	04,06
43-9199.00	Coupon Clerk	n/a	04,06
43-9199.00	Crew Clerk	n/a	06
43-9199.00	Currency Counter	n/a	08
43-9199.00	Data Transcriber	n/a	09
43-9199.00	Deputy Clerk	n/a	04,06
43-9199.00	Diagram Clerk	n/a	04,06
43-9199.00	Directory Clerk	n/a	04,06
43-9199.00	Directory Compiler	n/a	04,06
43-9199.00	Document Coordinator	n/a	09
43-9199.00	Document Manager	n/a	09
43-9199.00	Drafting Clerk	n/a	04,06
43-9199.00	Drafting Technician	n/a	09
43-9199.00	Editorial Clerk	n/a	04,06
43-9199.00	Efficiency Clerk	n/a	04,06
43-9199.00	Election Judge	n/a	04,06
43-9199.00	Election Watcher	n/a	04,06
43-9199.00	Embossing Machine Operator	n/a	08
43-9199.00	Engineering Document Control Clerk	n/a	08
43-9199.00	Envelope Stuffer	n/a	04,06
43-9199.00	Escrow Assistant	n/a	09
43-9199.00	Escrow Clerk	n/a	04,06
43-9199.00	Extension Clerk	n/a	04,06
43-9199.00	Fact Checker	n/a	08
43-9199.00	Farm Reporter	n/a	04,06
43-9199.00	Film Reader	n/a	04,06
43-9199.00	Finance Assistant	n/a	09
43-9199.00	Finance Clerk	n/a	04,06
43-9199.00	Financial Operations Clerk	n/a	04
43-9199.00	Financial Reserve Clerk	n/a	04
43-9199.00	Fingerprint Clerk	n/a	04,06
43-9199.00	Fingerprint Technician	n/a	04,06
43-9199.00	Fingerprinter	n/a	04,06
43-9199.00	Flight Operations Specialist	n/a	04,06
43-9199.00	Fraud Investigator	n/a	04,06
43-9199.00	Freight Adjuster	n/a	04,06
43-9199.00	Freight Claim Investigator	n/a	04,06
43-9199.00	Gas Usage Meter Clerk	n/a	08
43-9199.00	Gofer	n/a	06
43-9199.00	Hand Clerical Verifier	n/a	06
43-9199.00	Hearing Stenographer	n/a	04,06
43-9199.00	Identification Technician	n/a	04,06
43-9199.00	Inserter	n/a	04,06
43-9199.00	Insurance Clerk	n/a	08
43-9199.00	Intermission Coordinator	n/a	04,06
43-9199.00	Investigation Clerk	n/a	04,06
43-9199.00	Laboratory Clerk	n/a	04,06
43-9199.00	Land Classifier	n/a	04,06
43-9199.00	Land Leasing Examiner	n/a	08
43-9199.00	Legal Stenographer	n/a	04,06
43-9199.00	Liability Analyst	n/a	04,06
43-9199.00	Mail Censor	n/a	08
43-9199.00	Mail Inserter	n/a	04,06
43-9199.00	Maintenance of Way Clerk	n/a	04,06
43-9199.00	Manifest Clerk	n/a	04,06
43-9199.00	Microfilm Camera Operator	n/a	08
43-9199.00	Microfilm Mounter	n/a	08
43-9199.00	Music Cataloguer	n/a	04,06
43-9199.00	Music Copyist	n/a	04,06
43-9199.00	News Assistant	n/a	04,06
43-9199.00	News Clerk	n/a	04,06
43-9199.00	News Clipping Cutter	n/a	04,06
43-9199.00	Newspaper Clipper	n/a	04,06
43-9199.00	Newspaper Inserter	n/a	04,06
43-9199.00	Newspaper Stuffer	n/a	04,06
43-9199.00	Notary Public	n/a	04,06
43-9199.00	Odd Ticket Clerk	n/a	04,06
43-9199.00	Office Inspector	n/a	04,06
43-9199.00	Operations Clerk	n/a	04,06
43-9199.00	OSD Clerk (On Screen Display Clerk)	OSD Clerk	04,06
43-9199.00	Paper Inserter	n/a	04,06
43-9199.00	Parts Cataloger	n/a	08
43-9199.00	Pedigree Tracer	n/a	04,06
43-9199.00	Penman	n/a	04,06
43-9199.00	Performance Reporter	n/a	04,06
43-9199.00	Pit Recorder	n/a	04,06
43-9199.00	Platform Man	n/a	06
43-9199.00	Platform Worker	n/a	04
43-9199.00	Poll Watcher	n/a	04,06
43-9199.00	Press Clipper	n/a	04,06
43-9199.00	Press Reader	n/a	04,06
43-9199.00	Prize Coordinator	n/a	04,06
43-9199.00	Progress Man	n/a	06
43-9199.00	Progress Worker	n/a	04
43-9199.00	Public Stenographer	n/a	04,06
43-9199.00	Railroad Maintenance Clerk	n/a	08
43-9199.00	Reader	n/a	04,06
43-9199.00	Reference Investigator	n/a	04,06
43-9199.00	Revenue Stamp Clerk	n/a	04,06
43-9199.00	Safe Deposit Clerk	n/a	04
43-9199.00	Safety Deposit Clerk	n/a	04
43-9199.00	Schedule Hanger	n/a	04,06
43-9199.00	Sealer	n/a	04,06
43-9199.00	Service Assistant	n/a	04
43-9199.00	Service Observer	n/a	08
43-9199.00	Settlement Clerk	n/a	04,06
43-9199.00	Shorthand Reporter	n/a	04,06
43-9199.00	Signing Agent	n/a	09
43-9199.00	Special Certificate Dictator	n/a	04,06
43-9199.00	Special Service Officer	n/a	04
43-9199.00	Specifications Checker	n/a	04,06
43-9199.00	Stenographer	n/a	04,06
43-9199.00	Stenotype Operator	n/a	04,06
43-9199.00	Stenotypist	n/a	04,06
43-9199.00	Stuffer	n/a	04,06
43-9199.00	Tabber	n/a	04,06
43-9199.00	Tag Writer	n/a	04,06
43-9199.00	Tariff Clerk	n/a	04,06
43-9199.00	Tariff Inspector	n/a	04,06
43-9199.00	Technical Clerk	n/a	04,06
43-9199.00	Telegraph Service Clerk	n/a	04,06
43-9199.00	Terminal Clerk	n/a	04,06
43-9199.00	Test Grader	n/a	04,06
43-9199.00	Ticket Sorter	n/a	04,06
43-9199.00	Ticket Taker	n/a	04,06
43-9199.00	Ticket Writer	n/a	04,06
43-9199.00	Tire Adjuster	n/a	04,06
43-9199.00	Tracer	n/a	04
43-9199.00	Tracer Clerk	n/a	04,06
43-9199.00	Traffic Agent	n/a	04
43-9199.00	Transcribing Machine Operator	n/a	04,06
43-9199.00	Transfer Clerk	n/a	04,06
43-9199.00	Trip Follower	n/a	04,06
43-9199.00	Tub Puller	n/a	04,06
43-9199.00	Tube Man	n/a	06
43-9199.00	Tube Worker	n/a	04
43-9199.00	Vault Teller	n/a	04
43-9199.00	Volunteer Coordinator	n/a	04,06
43-9199.00	Watcher	n/a	04,06
43-9199.00	Waterway Traffic Checker	n/a	08
43-9199.00	Weight and Balance Control Agent	n/a	04,06
45-1011.00	Agricultural and Forestry Supervisor	n/a	08
45-1011.00	Agriculture Manager	n/a	08
45-1011.00	Agronomy Location Manager	n/a	08
45-1011.00	Agronomy Manager	n/a	08
45-1011.00	Animal Care Supervisor	n/a	02,08
45-1011.00	Animal Caretaker Supervisor	n/a	02,04,08
45-1011.00	Animal Husbandry Supervisor	n/a	08
45-1011.00	Animal Maintenance Supervisor	n/a	08
45-1011.00	Animal Research Facility Supervisor	n/a	02,08
45-1011.00	Animal Shelter Manager	n/a	08
45-1011.00	Aquacultural Worker Supervisor	n/a	04,08
45-1011.00	Area Supervisor	n/a	08
45-1011.00	Artificial Breeding Ranch Supervisor	n/a	08
45-1011.00	Barn Boss	n/a	08
45-1011.00	Barn Manager	n/a	08
45-1011.00	Boom Boss	n/a	08
45-1011.00	Boom Master	n/a	08
45-1011.00	Broiler Supervisor	n/a	02,08
45-1011.00	Brood Hatchery Manager	n/a	08
45-1011.00	Camp Boss	n/a	08
45-1011.00	Cattle Manager	n/a	02
45-1011.00	Christmas Tree Farm Crew Boss	n/a	08
45-1011.00	Christmas Tree Farm Manager	n/a	08
45-1011.00	Corn Crop Supervisor	n/a	04,08
45-1011.00	Corral Boss	n/a	04,08
45-1011.00	Cotton Gin Yard Supervisor	n/a	08
45-1011.00	Cranberry Bog Supervisor	n/a	04,08
45-1011.00	Crew Chief	n/a	10
45-1011.00	Crew Foreman	n/a	02,08
45-1011.00	Crew Supervisor	n/a	02,08
45-1011.00	Dairy Farm Supervisor	n/a	08
45-1011.00	Detasseling Crew Supervisor	n/a	08
45-1011.00	Distillery Manager	n/a	08
45-1011.00	Distillery Supervisor	n/a	08
45-1011.00	Diversified Crops Supervisor	n/a	08
45-1011.00	Facility Manager	n/a	02,08
45-1011.00	Facility Supervisor	n/a	02,08
45-1011.00	Farm Boss	n/a	08
45-1011.00	Farm Supervisor	n/a	02,04,08
45-1011.00	Farrowing Manager	n/a	04,08
45-1011.00	Feed Manager	n/a	04,08
45-1011.00	Felling-Bucking Supervisor	n/a	08
45-1011.00	Field Crop Farming Supervisor	n/a	08
45-1011.00	Fish Culture Supervisor	n/a	02,08
45-1011.00	Fish Hatchery Manager	n/a	02
45-1011.00	Fish Hatchery Superintendent	n/a	08
45-1011.00	Fish Hatchery Supervisor	n/a	04,08
45-1011.00	Fisheries Manager	n/a	02,08
45-1011.00	Fisheries Technician Supervisor	n/a	08
45-1011.00	Forest Nursery Supervisor	n/a	08
45-1011.00	Forestry Foreman	n/a	08
45-1011.00	Forestry Supervisor	n/a	08
45-1011.00	Game Farm Supervisor	n/a	08
45-1011.00	Game Preserve Manager	n/a	08
45-1011.00	Gamekeeper	n/a	08
45-1011.00	Greenhouse Superintendent	n/a	08
45-1011.00	Grove Superintendent	n/a	08
45-1011.00	Harvest Crew Supervisor	n/a	04,08
45-1011.00	Harvest Manager	n/a	02,04,08
45-1011.00	Harvest Supervisor	n/a	02
45-1011.00	Harvesting Supervisor	n/a	02
45-1011.00	Hatchery Manager	n/a	02,08
45-1011.00	Hatchery Supervisor	n/a	08
45-1011.00	Horse Farm Manager	n/a	08
45-1011.00	Horticultural Specialty Farming Supervisor	n/a	08
45-1011.00	Insect and Disease Inspection Supervisor	n/a	08
45-1011.00	Irrigation Foreman	n/a	08
45-1011.00	Irrigation Supervisor	n/a	08
45-1011.00	Kennel Manager	n/a	08
45-1011.00	Kennel Supervisor	n/a	08
45-1011.00	Laboratory Animal Facility Supervisor (Lab Animal Facility Supervisor)	Lab Animal Facility Supervisor	08
45-1011.00	Landscape Foreman	n/a	10
45-1011.00	Livestock Yard Supervisor	n/a	08
45-1011.00	Loader Operator Supervisor	n/a	08
45-1011.00	Log Sorting Supervisor	n/a	08
45-1011.00	Logging Crew Foreman	n/a	02
45-1011.00	Logging Crew Supervisor	n/a	02,04,08
45-1011.00	Logging Superintendent	n/a	08
45-1011.00	Logging Supervisor	n/a	02
45-1011.00	Marine Site Manager	n/a	02,08
45-1011.00	Materials Management Supervisor	n/a	08
45-1011.00	Menagerie Superintendent	n/a	08
